object,survey,pdf,reason
[NSC64] 4-14,GOODS: Chandra ACIS HB,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Chandra ACIS FB,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Chandra ACIS SB,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLT VIMOS U,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLT VIMOS R,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: HST ACS B,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: HST ACS V,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: HST ACS I,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: HST ACS Z,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF U,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF B,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF V0201,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF V0401,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF R,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF I,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF z,1964ApJ___139__864N,no survey
[NSC64] 4-14,Hawaii HDF HK,1964ApJ___139__864N,no images
[NSC64] 4-14,GOODS: HST NICMOS,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLT ISAAC J,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLT ISAAC H,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLT ISAAC Ks,1964ApJ___139__864N,no survey
[NSC64] 4-14,HUDF: VLT ISAAC Ks,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Spitzer IRAC 3.6,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Spitzer IRAC 4.5,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Spitzer IRAC 5.8,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Spitzer IRAC 8.0,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Spitzer MIPS 24,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Herschel 100,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Herschel 160,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Herschel 250,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Herschel 350,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: Herschel 500,1964ApJ___139__864N,no survey
[NSC64] 4-14,CDFS: LESS,1964ApJ___139__864N,no survey
[NSC64] 4-14,GOODS: VLA North,1964ApJ___139__864N,no survey
