object,survey,pdf,reason
NGC  5272   740,GOODS: Chandra ACIS HB,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Chandra ACIS FB,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Chandra ACIS SB,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLT VIMOS U,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLT VIMOS R,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: HST ACS B,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: HST ACS V,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: HST ACS I,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: HST ACS Z,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF U,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF B,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF V0201,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF V0401,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF R,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF I,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF z,1947ApJ___105__204P,no survey
NGC  5272   740,Hawaii HDF HK,1947ApJ___105__204P,no images
NGC  5272   740,GOODS: HST NICMOS,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLT ISAAC J,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLT ISAAC H,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLT ISAAC Ks,1947ApJ___105__204P,no survey
NGC  5272   740,HUDF: VLT ISAAC Ks,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Spitzer IRAC 3.6,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Spitzer IRAC 4.5,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Spitzer IRAC 5.8,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Spitzer IRAC 8.0,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Spitzer MIPS 24,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Herschel 100,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Herschel 160,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Herschel 250,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Herschel 350,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: Herschel 500,1947ApJ___105__204P,no survey
NGC  5272   740,CDFS: LESS,1947ApJ___105__204P,no survey
NGC  5272   740,GOODS: VLA North,1947ApJ___105__204P,no survey
