object,survey,pdf,reason
HD  92523,GOODS: Chandra ACIS HB,1952ApJ___116__122R,no survey
HD  92523,GOODS: Chandra ACIS FB,1952ApJ___116__122R,no survey
HD  92523,GOODS: Chandra ACIS SB,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLT VIMOS U,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLT VIMOS R,1952ApJ___116__122R,no survey
HD  92523,GOODS: HST ACS B,1952ApJ___116__122R,no survey
HD  92523,GOODS: HST ACS V,1952ApJ___116__122R,no survey
HD  92523,GOODS: HST ACS I,1952ApJ___116__122R,no survey
HD  92523,GOODS: HST ACS Z,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF U,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF B,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF V0201,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF V0401,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF R,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF I,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF z,1952ApJ___116__122R,no survey
HD  92523,Hawaii HDF HK,1952ApJ___116__122R,no images
HD  92523,GOODS: HST NICMOS,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLT ISAAC J,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLT ISAAC H,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLT ISAAC Ks,1952ApJ___116__122R,no survey
HD  92523,HUDF: VLT ISAAC Ks,1952ApJ___116__122R,no survey
HD  92523,GOODS: Spitzer IRAC 3.6,1952ApJ___116__122R,no survey
HD  92523,GOODS: Spitzer IRAC 4.5,1952ApJ___116__122R,no survey
HD  92523,GOODS: Spitzer IRAC 5.8,1952ApJ___116__122R,no survey
HD  92523,GOODS: Spitzer IRAC 8.0,1952ApJ___116__122R,no survey
HD  92523,GOODS: Spitzer MIPS 24,1952ApJ___116__122R,no survey
HD  92523,GOODS: Herschel 100,1952ApJ___116__122R,no survey
HD  92523,GOODS: Herschel 160,1952ApJ___116__122R,no survey
HD  92523,GOODS: Herschel 250,1952ApJ___116__122R,no survey
HD  92523,GOODS: Herschel 350,1952ApJ___116__122R,no survey
HD  92523,GOODS: Herschel 500,1952ApJ___116__122R,no survey
HD  92523,CDFS: LESS,1952ApJ___116__122R,no survey
HD  92523,GOODS: VLA North,1952ApJ___116__122R,no survey
