object,survey,pdf,reason
* gam Cas,GOODS: Chandra ACIS HB,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Chandra ACIS FB,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Chandra ACIS SB,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLT VIMOS U,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLT VIMOS R,1954ApJ___120__265M,no survey
* gam Cas,GOODS: HST ACS B,1954ApJ___120__265M,no survey
* gam Cas,GOODS: HST ACS V,1954ApJ___120__265M,no survey
* gam Cas,GOODS: HST ACS I,1954ApJ___120__265M,no survey
* gam Cas,GOODS: HST ACS Z,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF U,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF B,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF V0201,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF V0401,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF R,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF I,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF z,1954ApJ___120__265M,no survey
* gam Cas,Hawaii HDF HK,1954ApJ___120__265M,no images
* gam Cas,GOODS: HST NICMOS,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLT ISAAC J,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLT ISAAC H,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLT ISAAC Ks,1954ApJ___120__265M,no survey
* gam Cas,HUDF: VLT ISAAC Ks,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Spitzer IRAC 3.6,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Spitzer IRAC 4.5,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Spitzer IRAC 5.8,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Spitzer IRAC 8.0,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Spitzer MIPS 24,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Herschel 100,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Herschel 160,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Herschel 250,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Herschel 350,1954ApJ___120__265M,no survey
* gam Cas,GOODS: Herschel 500,1954ApJ___120__265M,no survey
* gam Cas,CDFS: LESS,1954ApJ___120__265M,no survey
* gam Cas,GOODS: VLA North,1954ApJ___120__265M,no survey
