object,survey,pdf,reason
V* V1213 Tau,GOODS: Chandra ACIS HB,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Chandra ACIS FB,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Chandra ACIS SB,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLT VIMOS U,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLT VIMOS R,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: HST ACS B,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: HST ACS V,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: HST ACS I,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: HST ACS Z,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF U,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF B,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF V0201,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF V0401,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF R,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF I,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF z,1980ApJ___239L__17S,no survey
V* V1213 Tau,Hawaii HDF HK,1980ApJ___239L__17S,no images
V* V1213 Tau,GOODS: HST NICMOS,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLT ISAAC J,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLT ISAAC H,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLT ISAAC Ks,1980ApJ___239L__17S,no survey
V* V1213 Tau,HUDF: VLT ISAAC Ks,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Spitzer IRAC 3.6,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Spitzer IRAC 4.5,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Spitzer IRAC 5.8,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Spitzer IRAC 8.0,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Spitzer MIPS 24,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Herschel 100,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Herschel 160,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Herschel 250,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Herschel 350,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: Herschel 500,1980ApJ___239L__17S,no survey
V* V1213 Tau,CDFS: LESS,1980ApJ___239L__17S,no survey
V* V1213 Tau,GOODS: VLA North,1980ApJ___239L__17S,no survey
