object,survey,pdf,reason
V* V932 Sgr,GOODS: Chandra ACIS HB,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Chandra ACIS FB,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Chandra ACIS SB,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLT VIMOS U,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLT VIMOS R,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: HST ACS B,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: HST ACS V,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: HST ACS I,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: HST ACS Z,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF U,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF B,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF V0201,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF V0401,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF R,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF I,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF z,1963AJ_____68__319M,no survey
V* V932 Sgr,Hawaii HDF HK,1963AJ_____68__319M,no images
V* V932 Sgr,GOODS: HST NICMOS,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLT ISAAC J,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLT ISAAC H,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLT ISAAC Ks,1963AJ_____68__319M,no survey
V* V932 Sgr,HUDF: VLT ISAAC Ks,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Spitzer IRAC 3.6,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Spitzer IRAC 4.5,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Spitzer IRAC 5.8,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Spitzer IRAC 8.0,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Spitzer MIPS 24,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Herschel 100,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Herschel 160,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Herschel 250,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Herschel 350,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: Herschel 500,1963AJ_____68__319M,no survey
V* V932 Sgr,CDFS: LESS,1963AJ_____68__319M,no survey
V* V932 Sgr,GOODS: VLA North,1963AJ_____68__319M,no survey
