object,survey,pdf,reason
* tet02 Ori A,GOODS: Chandra ACIS HB,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Chandra ACIS FB,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Chandra ACIS SB,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLT VIMOS U,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLT VIMOS R,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: HST ACS B,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: HST ACS V,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: HST ACS I,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: HST ACS Z,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF U,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF B,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF V0201,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF V0401,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF R,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF I,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF z,1997AJ____114__730O,no survey
* tet02 Ori A,Hawaii HDF HK,1997AJ____114__730O,no images
* tet02 Ori A,GOODS: HST NICMOS,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLT ISAAC J,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLT ISAAC H,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLT ISAAC Ks,1997AJ____114__730O,no survey
* tet02 Ori A,HUDF: VLT ISAAC Ks,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Spitzer IRAC 3.6,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Spitzer IRAC 4.5,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Spitzer IRAC 5.8,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Spitzer IRAC 8.0,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Spitzer MIPS 24,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Herschel 100,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Herschel 160,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Herschel 250,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Herschel 350,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: Herschel 500,1997AJ____114__730O,no survey
* tet02 Ori A,CDFS: LESS,1997AJ____114__730O,no survey
* tet02 Ori A,GOODS: VLA North,1997AJ____114__730O,no survey
