object,survey,pdf,reason
V* Y CVn,GOODS: Chandra ACIS HB,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Chandra ACIS FB,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Chandra ACIS SB,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLT VIMOS U,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLT VIMOS R,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: HST ACS B,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: HST ACS V,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: HST ACS I,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: HST ACS Z,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF U,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF B,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF V0201,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF V0401,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF R,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF I,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF z,1976ApJ___208__414Z,no survey
V* Y CVn,Hawaii HDF HK,1976ApJ___208__414Z,no images
V* Y CVn,GOODS: HST NICMOS,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLT ISAAC J,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLT ISAAC H,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLT ISAAC Ks,1976ApJ___208__414Z,no survey
V* Y CVn,HUDF: VLT ISAAC Ks,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Spitzer IRAC 3.6,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Spitzer IRAC 4.5,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Spitzer IRAC 5.8,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Spitzer IRAC 8.0,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Spitzer MIPS 24,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Herschel 100,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Herschel 160,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Herschel 250,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Herschel 350,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: Herschel 500,1976ApJ___208__414Z,no survey
V* Y CVn,CDFS: LESS,1976ApJ___208__414Z,no survey
V* Y CVn,GOODS: VLA North,1976ApJ___208__414Z,no survey
