object,survey,pdf,reason
M  61,GOODS: Chandra ACIS HB,1988AJ_____96___30C,no survey
M  61,GOODS: Chandra ACIS FB,1988AJ_____96___30C,no survey
M  61,GOODS: Chandra ACIS SB,1988AJ_____96___30C,no survey
M  61,GOODS: VLT VIMOS U,1988AJ_____96___30C,no survey
M  61,GOODS: VLT VIMOS R,1988AJ_____96___30C,no survey
M  61,GOODS: HST ACS B,1988AJ_____96___30C,no survey
M  61,GOODS: HST ACS V,1988AJ_____96___30C,no survey
M  61,GOODS: HST ACS I,1988AJ_____96___30C,no survey
M  61,GOODS: HST ACS Z,1988AJ_____96___30C,no survey
M  61,Hawaii HDF U,1988AJ_____96___30C,no survey
M  61,Hawaii HDF B,1988AJ_____96___30C,no survey
M  61,Hawaii HDF V0201,1988AJ_____96___30C,no survey
M  61,Hawaii HDF V0401,1988AJ_____96___30C,no survey
M  61,Hawaii HDF R,1988AJ_____96___30C,no survey
M  61,Hawaii HDF I,1988AJ_____96___30C,no survey
M  61,Hawaii HDF z,1988AJ_____96___30C,no survey
M  61,Hawaii HDF HK,1988AJ_____96___30C,no images
M  61,GOODS: HST NICMOS,1988AJ_____96___30C,no survey
M  61,GOODS: VLT ISAAC J,1988AJ_____96___30C,no survey
M  61,GOODS: VLT ISAAC H,1988AJ_____96___30C,no survey
M  61,GOODS: VLT ISAAC Ks,1988AJ_____96___30C,no survey
M  61,HUDF: VLT ISAAC Ks,1988AJ_____96___30C,no survey
M  61,GOODS: Spitzer IRAC 3.6,1988AJ_____96___30C,no survey
M  61,GOODS: Spitzer IRAC 4.5,1988AJ_____96___30C,no survey
M  61,GOODS: Spitzer IRAC 5.8,1988AJ_____96___30C,no survey
M  61,GOODS: Spitzer IRAC 8.0,1988AJ_____96___30C,no survey
M  61,GOODS: Spitzer MIPS 24,1988AJ_____96___30C,no survey
M  61,GOODS: Herschel 100,1988AJ_____96___30C,no survey
M  61,GOODS: Herschel 160,1988AJ_____96___30C,no survey
M  61,GOODS: Herschel 250,1988AJ_____96___30C,no survey
M  61,GOODS: Herschel 350,1988AJ_____96___30C,no survey
M  61,GOODS: Herschel 500,1988AJ_____96___30C,no survey
M  61,CDFS: LESS,1988AJ_____96___30C,no survey
M  61,GOODS: VLA North,1988AJ_____96___30C,no survey
