object,survey,pdf,reason
* kap02 Tau,GOODS: Chandra ACIS HB,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Chandra ACIS FB,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Chandra ACIS SB,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLT VIMOS U,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLT VIMOS R,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: HST ACS B,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: HST ACS V,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: HST ACS I,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: HST ACS Z,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF U,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF B,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF V0201,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF V0401,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF R,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF I,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF z,1995ApJ___448__683S,no survey
* kap02 Tau,Hawaii HDF HK,1995ApJ___448__683S,no images
* kap02 Tau,GOODS: HST NICMOS,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLT ISAAC J,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLT ISAAC H,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLT ISAAC Ks,1995ApJ___448__683S,no survey
* kap02 Tau,HUDF: VLT ISAAC Ks,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Spitzer IRAC 3.6,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Spitzer IRAC 4.5,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Spitzer IRAC 5.8,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Spitzer IRAC 8.0,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Spitzer MIPS 24,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Herschel 100,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Herschel 160,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Herschel 250,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Herschel 350,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: Herschel 500,1995ApJ___448__683S,no survey
* kap02 Tau,CDFS: LESS,1995ApJ___448__683S,no survey
* kap02 Tau,GOODS: VLA North,1995ApJ___448__683S,no survey
