object,survey,pdf,reason
LP  376-71,GOODS: Chandra ACIS HB,1991AJ____102__395H,no survey
LP  376-71,GOODS: Chandra ACIS FB,1991AJ____102__395H,no survey
LP  376-71,GOODS: Chandra ACIS SB,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLT VIMOS U,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLT VIMOS R,1991AJ____102__395H,no survey
LP  376-71,GOODS: HST ACS B,1991AJ____102__395H,no survey
LP  376-71,GOODS: HST ACS V,1991AJ____102__395H,no survey
LP  376-71,GOODS: HST ACS I,1991AJ____102__395H,no survey
LP  376-71,GOODS: HST ACS Z,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF U,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF B,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF V0201,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF V0401,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF R,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF I,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF z,1991AJ____102__395H,no survey
LP  376-71,Hawaii HDF HK,1991AJ____102__395H,no images
LP  376-71,GOODS: HST NICMOS,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLT ISAAC J,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLT ISAAC H,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLT ISAAC Ks,1991AJ____102__395H,no survey
LP  376-71,HUDF: VLT ISAAC Ks,1991AJ____102__395H,no survey
LP  376-71,GOODS: Spitzer IRAC 3.6,1991AJ____102__395H,no survey
LP  376-71,GOODS: Spitzer IRAC 4.5,1991AJ____102__395H,no survey
LP  376-71,GOODS: Spitzer IRAC 5.8,1991AJ____102__395H,no survey
LP  376-71,GOODS: Spitzer IRAC 8.0,1991AJ____102__395H,no survey
LP  376-71,GOODS: Spitzer MIPS 24,1991AJ____102__395H,no survey
LP  376-71,GOODS: Herschel 100,1991AJ____102__395H,no survey
LP  376-71,GOODS: Herschel 160,1991AJ____102__395H,no survey
LP  376-71,GOODS: Herschel 250,1991AJ____102__395H,no survey
LP  376-71,GOODS: Herschel 350,1991AJ____102__395H,no survey
LP  376-71,GOODS: Herschel 500,1991AJ____102__395H,no survey
LP  376-71,CDFS: LESS,1991AJ____102__395H,no survey
LP  376-71,GOODS: VLA North,1991AJ____102__395H,no survey
