object,survey,pdf,reason
HD  93549,GOODS: Chandra ACIS HB,1973ApJS___26___37N,no survey
HD  93549,GOODS: Chandra ACIS FB,1973ApJS___26___37N,no survey
HD  93549,GOODS: Chandra ACIS SB,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLT VIMOS U,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLT VIMOS R,1973ApJS___26___37N,no survey
HD  93549,GOODS: HST ACS B,1973ApJS___26___37N,no survey
HD  93549,GOODS: HST ACS V,1973ApJS___26___37N,no survey
HD  93549,GOODS: HST ACS I,1973ApJS___26___37N,no survey
HD  93549,GOODS: HST ACS Z,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF U,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF B,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF V0201,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF V0401,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF R,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF I,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF z,1973ApJS___26___37N,no survey
HD  93549,Hawaii HDF HK,1973ApJS___26___37N,no images
HD  93549,GOODS: HST NICMOS,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLT ISAAC J,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLT ISAAC H,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLT ISAAC Ks,1973ApJS___26___37N,no survey
HD  93549,HUDF: VLT ISAAC Ks,1973ApJS___26___37N,no survey
HD  93549,GOODS: Spitzer IRAC 3.6,1973ApJS___26___37N,no survey
HD  93549,GOODS: Spitzer IRAC 4.5,1973ApJS___26___37N,no survey
HD  93549,GOODS: Spitzer IRAC 5.8,1973ApJS___26___37N,no survey
HD  93549,GOODS: Spitzer IRAC 8.0,1973ApJS___26___37N,no survey
HD  93549,GOODS: Spitzer MIPS 24,1973ApJS___26___37N,no survey
HD  93549,GOODS: Herschel 100,1973ApJS___26___37N,no survey
HD  93549,GOODS: Herschel 160,1973ApJS___26___37N,no survey
HD  93549,GOODS: Herschel 250,1973ApJS___26___37N,no survey
HD  93549,GOODS: Herschel 350,1973ApJS___26___37N,no survey
HD  93549,GOODS: Herschel 500,1973ApJS___26___37N,no survey
HD  93549,CDFS: LESS,1973ApJS___26___37N,no survey
HD  93549,GOODS: VLA North,1973ApJS___26___37N,no survey
