object,survey,pdf,reason
GPSR 351.123-0.499,CO,1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,GB6 (4850MHz),1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,VLA FIRST (1.4 GHz),1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,NVSS,1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,Stripe82VLA,1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,1420MHz (Bonn),1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,HI4PI,1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,EBHIS,1990ApJS___74__181Z,no survey
GPSR 351.123-0.499,nH,1990ApJS___74__181Z,no survey
