object,survey,pdf,reason
V* V409 Tau,GOODS: Chandra ACIS HB,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Chandra ACIS FB,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Chandra ACIS SB,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLT VIMOS U,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLT VIMOS R,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: HST ACS B,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: HST ACS V,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: HST ACS I,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: HST ACS Z,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF U,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF B,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF V0201,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF V0401,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF R,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF I,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF z,1990ApJ___359__363G,no survey
V* V409 Tau,Hawaii HDF HK,1990ApJ___359__363G,no images
V* V409 Tau,GOODS: HST NICMOS,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLT ISAAC J,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLT ISAAC H,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLT ISAAC Ks,1990ApJ___359__363G,no survey
V* V409 Tau,HUDF: VLT ISAAC Ks,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Spitzer IRAC 3.6,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Spitzer IRAC 4.5,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Spitzer IRAC 5.8,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Spitzer IRAC 8.0,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Spitzer MIPS 24,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Herschel 100,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Herschel 160,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Herschel 250,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Herschel 350,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: Herschel 500,1990ApJ___359__363G,no survey
V* V409 Tau,CDFS: LESS,1990ApJ___359__363G,no survey
V* V409 Tau,GOODS: VLA North,1990ApJ___359__363G,no survey
