object,survey,pdf,reason
* kap Ori,GOODS: Chandra ACIS HB,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Chandra ACIS FB,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Chandra ACIS SB,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLT VIMOS U,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLT VIMOS R,1976ApJ___205__419W,no survey
* kap Ori,GOODS: HST ACS B,1976ApJ___205__419W,no survey
* kap Ori,GOODS: HST ACS V,1976ApJ___205__419W,no survey
* kap Ori,GOODS: HST ACS I,1976ApJ___205__419W,no survey
* kap Ori,GOODS: HST ACS Z,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF U,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF B,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF V0201,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF V0401,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF R,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF I,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF z,1976ApJ___205__419W,no survey
* kap Ori,Hawaii HDF HK,1976ApJ___205__419W,no images
* kap Ori,GOODS: HST NICMOS,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLT ISAAC J,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLT ISAAC H,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLT ISAAC Ks,1976ApJ___205__419W,no survey
* kap Ori,HUDF: VLT ISAAC Ks,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Spitzer IRAC 3.6,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Spitzer IRAC 4.5,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Spitzer IRAC 5.8,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Spitzer IRAC 8.0,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Spitzer MIPS 24,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Herschel 100,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Herschel 160,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Herschel 250,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Herschel 350,1976ApJ___205__419W,no survey
* kap Ori,GOODS: Herschel 500,1976ApJ___205__419W,no survey
* kap Ori,CDFS: LESS,1976ApJ___205__419W,no survey
* kap Ori,GOODS: VLA North,1976ApJ___205__419W,no survey
