object,survey,pdf,reason
Bol  40,IRIS  12,1977AJ_____82__947S,no survey
Bol  40,IRIS  25,1977AJ_____82__947S,no survey
Bol  40,IRIS  60,1977AJ_____82__947S,no survey
Bol  40,IRIS 100,1977AJ_____82__947S,no survey
Bol  40,SFD100m,1977AJ_____82__947S,no survey
Bol  40,SFD Dust Map,1977AJ_____82__947S,no survey
Bol  40,IRAS  12 micron,1977AJ_____82__947S,no survey
Bol  40,IRAS  25 micron,1977AJ_____82__947S,no survey
Bol  40,IRAS  60 micron,1977AJ_____82__947S,no survey
Bol  40,IRAS 100 micron,1977AJ_____82__947S,no survey
