object,survey,pdf,reason
*  34 Per,GOODS: Chandra ACIS HB,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Chandra ACIS FB,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Chandra ACIS SB,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLT VIMOS U,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLT VIMOS R,1955ApJ___121__102S,no survey
*  34 Per,GOODS: HST ACS B,1955ApJ___121__102S,no survey
*  34 Per,GOODS: HST ACS V,1955ApJ___121__102S,no survey
*  34 Per,GOODS: HST ACS I,1955ApJ___121__102S,no survey
*  34 Per,GOODS: HST ACS Z,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF U,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF B,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF V0201,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF V0401,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF R,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF I,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF z,1955ApJ___121__102S,no survey
*  34 Per,Hawaii HDF HK,1955ApJ___121__102S,no images
*  34 Per,GOODS: HST NICMOS,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLT ISAAC J,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLT ISAAC H,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLT ISAAC Ks,1955ApJ___121__102S,no survey
*  34 Per,HUDF: VLT ISAAC Ks,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Spitzer IRAC 3.6,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Spitzer IRAC 4.5,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Spitzer IRAC 5.8,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Spitzer IRAC 8.0,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Spitzer MIPS 24,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Herschel 100,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Herschel 160,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Herschel 250,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Herschel 350,1955ApJ___121__102S,no survey
*  34 Per,GOODS: Herschel 500,1955ApJ___121__102S,no survey
*  34 Per,CDFS: LESS,1955ApJ___121__102S,no survey
*  34 Per,GOODS: VLA North,1955ApJ___121__102S,no survey
