object,survey,pdf,reason
V* WY And,GOODS: Chandra ACIS HB,1952ApJ___115___25J,no survey
V* WY And,GOODS: Chandra ACIS FB,1952ApJ___115___25J,no survey
V* WY And,GOODS: Chandra ACIS SB,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLT VIMOS U,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLT VIMOS R,1952ApJ___115___25J,no survey
V* WY And,GOODS: HST ACS B,1952ApJ___115___25J,no survey
V* WY And,GOODS: HST ACS V,1952ApJ___115___25J,no survey
V* WY And,GOODS: HST ACS I,1952ApJ___115___25J,no survey
V* WY And,GOODS: HST ACS Z,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF U,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF B,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF V0201,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF V0401,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF R,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF I,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF z,1952ApJ___115___25J,no survey
V* WY And,Hawaii HDF HK,1952ApJ___115___25J,no images
V* WY And,GOODS: HST NICMOS,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLT ISAAC J,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLT ISAAC H,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLT ISAAC Ks,1952ApJ___115___25J,no survey
V* WY And,HUDF: VLT ISAAC Ks,1952ApJ___115___25J,no survey
V* WY And,GOODS: Spitzer IRAC 3.6,1952ApJ___115___25J,no survey
V* WY And,GOODS: Spitzer IRAC 4.5,1952ApJ___115___25J,no survey
V* WY And,GOODS: Spitzer IRAC 5.8,1952ApJ___115___25J,no survey
V* WY And,GOODS: Spitzer IRAC 8.0,1952ApJ___115___25J,no survey
V* WY And,GOODS: Spitzer MIPS 24,1952ApJ___115___25J,no survey
V* WY And,GOODS: Herschel 100,1952ApJ___115___25J,no survey
V* WY And,GOODS: Herschel 160,1952ApJ___115___25J,no survey
V* WY And,GOODS: Herschel 250,1952ApJ___115___25J,no survey
V* WY And,GOODS: Herschel 350,1952ApJ___115___25J,no survey
V* WY And,GOODS: Herschel 500,1952ApJ___115___25J,no survey
V* WY And,CDFS: LESS,1952ApJ___115___25J,no survey
V* WY And,GOODS: VLA North,1952ApJ___115___25J,no survey
