object,survey,pdf,reason
V* V708 Cep,GOODS: Chandra ACIS HB,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Chandra ACIS FB,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Chandra ACIS SB,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLT VIMOS U,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLT VIMOS R,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: HST ACS B,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: HST ACS V,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: HST ACS I,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: HST ACS Z,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF U,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF B,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF V0201,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF V0401,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF R,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF I,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF z,1997AJ____113_1315J,no survey
V* V708 Cep,Hawaii HDF HK,1997AJ____113_1315J,no images
V* V708 Cep,GOODS: HST NICMOS,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLT ISAAC J,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLT ISAAC H,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLT ISAAC Ks,1997AJ____113_1315J,no survey
V* V708 Cep,HUDF: VLT ISAAC Ks,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Spitzer IRAC 3.6,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Spitzer IRAC 4.5,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Spitzer IRAC 5.8,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Spitzer IRAC 8.0,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Spitzer MIPS 24,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Herschel 100,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Herschel 160,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Herschel 250,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Herschel 350,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: Herschel 500,1997AJ____113_1315J,no survey
V* V708 Cep,CDFS: LESS,1997AJ____113_1315J,no survey
V* V708 Cep,GOODS: VLA North,1997AJ____113_1315J,no survey
