object,survey,pdf,reason
NGC  6752    43,GOODS: Chandra ACIS HB,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Chandra ACIS FB,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Chandra ACIS SB,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLT VIMOS U,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLT VIMOS R,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: HST ACS B,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: HST ACS V,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: HST ACS I,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: HST ACS Z,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF U,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF B,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF V0201,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF V0401,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF R,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF I,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF z,1970ApJ___159__325A,no survey
NGC  6752    43,Hawaii HDF HK,1970ApJ___159__325A,no images
NGC  6752    43,GOODS: HST NICMOS,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLT ISAAC J,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLT ISAAC H,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLT ISAAC Ks,1970ApJ___159__325A,no survey
NGC  6752    43,HUDF: VLT ISAAC Ks,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Spitzer IRAC 3.6,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Spitzer IRAC 4.5,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Spitzer IRAC 5.8,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Spitzer IRAC 8.0,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Spitzer MIPS 24,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Herschel 100,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Herschel 160,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Herschel 250,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Herschel 350,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: Herschel 500,1970ApJ___159__325A,no survey
NGC  6752    43,CDFS: LESS,1970ApJ___159__325A,no survey
NGC  6752    43,GOODS: VLA North,1970ApJ___159__325A,no survey
