object,survey,pdf,reason
[MET2005] 06.633410+17.167500,GOODS: Chandra ACIS HB,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Chandra ACIS FB,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Chandra ACIS SB,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLT VIMOS U,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLT VIMOS R,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: HST ACS B,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: HST ACS V,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: HST ACS I,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: HST ACS Z,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF U,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF B,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF V0201,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF V0401,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF R,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF I,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF z,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,Hawaii HDF HK,1992ApJS___78____1D,no images
[MET2005] 06.633410+17.167500,GOODS: HST NICMOS,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLT ISAAC J,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLT ISAAC H,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLT ISAAC Ks,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,HUDF: VLT ISAAC Ks,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Spitzer IRAC 3.6,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Spitzer IRAC 4.5,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Spitzer IRAC 5.8,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Spitzer IRAC 8.0,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Spitzer MIPS 24,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Herschel 100,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Herschel 160,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Herschel 250,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Herschel 350,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: Herschel 500,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,CDFS: LESS,1992ApJS___78____1D,no survey
[MET2005] 06.633410+17.167500,GOODS: VLA North,1992ApJS___78____1D,no survey
