object,survey,pdf,reason
* iot Dra,GOODS: Chandra ACIS HB,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Chandra ACIS FB,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Chandra ACIS SB,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLT VIMOS U,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLT VIMOS R,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: HST ACS B,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: HST ACS V,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: HST ACS I,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: HST ACS Z,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF U,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF B,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF V0201,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF V0401,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF R,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF I,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF z,1990AJ_____99_1243T,no survey
* iot Dra,Hawaii HDF HK,1990AJ_____99_1243T,no images
* iot Dra,GOODS: HST NICMOS,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLT ISAAC J,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLT ISAAC H,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLT ISAAC Ks,1990AJ_____99_1243T,no survey
* iot Dra,HUDF: VLT ISAAC Ks,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Spitzer IRAC 3.6,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Spitzer IRAC 4.5,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Spitzer IRAC 5.8,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Spitzer IRAC 8.0,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Spitzer MIPS 24,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Herschel 100,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Herschel 160,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Herschel 250,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Herschel 350,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: Herschel 500,1990AJ_____99_1243T,no survey
* iot Dra,CDFS: LESS,1990AJ_____99_1243T,no survey
* iot Dra,GOODS: VLA North,1990AJ_____99_1243T,no survey
