object,survey,pdf,reason
* phi Cas,GOODS: Chandra ACIS HB,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Chandra ACIS FB,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Chandra ACIS SB,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLT VIMOS U,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLT VIMOS R,1964ApJ___140__853P,no survey
* phi Cas,GOODS: HST ACS B,1964ApJ___140__853P,no survey
* phi Cas,GOODS: HST ACS V,1964ApJ___140__853P,no images
* phi Cas,GOODS: HST ACS I,1964ApJ___140__853P,no survey
* phi Cas,GOODS: HST ACS Z,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF U,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF B,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF V0201,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF V0401,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF R,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF I,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF z,1964ApJ___140__853P,no survey
* phi Cas,Hawaii HDF HK,1964ApJ___140__853P,no images
* phi Cas,GOODS: HST NICMOS,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLT ISAAC J,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLT ISAAC H,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLT ISAAC Ks,1964ApJ___140__853P,no survey
* phi Cas,HUDF: VLT ISAAC Ks,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Spitzer IRAC 3.6,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Spitzer IRAC 4.5,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Spitzer IRAC 5.8,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Spitzer IRAC 8.0,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Spitzer MIPS 24,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Herschel 100,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Herschel 160,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Herschel 250,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Herschel 350,1964ApJ___140__853P,no survey
* phi Cas,GOODS: Herschel 500,1964ApJ___140__853P,no survey
* phi Cas,CDFS: LESS,1964ApJ___140__853P,no survey
* phi Cas,GOODS: VLA North,1964ApJ___140__853P,no survey
