object,survey,pdf,reason
UGC  4653,GOODS: Chandra ACIS HB,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Chandra ACIS FB,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Chandra ACIS SB,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLT VIMOS U,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLT VIMOS R,1985AJ_____90__708K,no survey
UGC  4653,GOODS: HST ACS B,1985AJ_____90__708K,no survey
UGC  4653,GOODS: HST ACS V,1985AJ_____90__708K,no survey
UGC  4653,GOODS: HST ACS I,1985AJ_____90__708K,no survey
UGC  4653,GOODS: HST ACS Z,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF U,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF B,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF V0201,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF V0401,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF R,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF I,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF z,1985AJ_____90__708K,no survey
UGC  4653,Hawaii HDF HK,1985AJ_____90__708K,no images
UGC  4653,GOODS: HST NICMOS,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLT ISAAC J,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLT ISAAC H,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLT ISAAC Ks,1985AJ_____90__708K,no survey
UGC  4653,HUDF: VLT ISAAC Ks,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Spitzer IRAC 3.6,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Spitzer IRAC 4.5,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Spitzer IRAC 5.8,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Spitzer IRAC 8.0,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Spitzer MIPS 24,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Herschel 100,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Herschel 160,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Herschel 250,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Herschel 350,1985AJ_____90__708K,no survey
UGC  4653,GOODS: Herschel 500,1985AJ_____90__708K,no survey
UGC  4653,CDFS: LESS,1985AJ_____90__708K,no survey
UGC  4653,GOODS: VLA North,1985AJ_____90__708K,no survey
