object,survey,pdf,reason
* iot Her,GOODS: Chandra ACIS HB,1951ApJ___113__100D,no survey
* iot Her,GOODS: Chandra ACIS FB,1951ApJ___113__100D,no survey
* iot Her,GOODS: Chandra ACIS SB,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLT VIMOS U,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLT VIMOS R,1951ApJ___113__100D,no survey
* iot Her,GOODS: HST ACS B,1951ApJ___113__100D,no survey
* iot Her,GOODS: HST ACS V,1951ApJ___113__100D,no survey
* iot Her,GOODS: HST ACS I,1951ApJ___113__100D,no survey
* iot Her,GOODS: HST ACS Z,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF U,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF B,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF V0201,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF V0401,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF R,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF I,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF z,1951ApJ___113__100D,no survey
* iot Her,Hawaii HDF HK,1951ApJ___113__100D,no images
* iot Her,GOODS: HST NICMOS,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLT ISAAC J,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLT ISAAC H,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLT ISAAC Ks,1951ApJ___113__100D,no survey
* iot Her,HUDF: VLT ISAAC Ks,1951ApJ___113__100D,no survey
* iot Her,GOODS: Spitzer IRAC 3.6,1951ApJ___113__100D,no survey
* iot Her,GOODS: Spitzer IRAC 4.5,1951ApJ___113__100D,no survey
* iot Her,GOODS: Spitzer IRAC 5.8,1951ApJ___113__100D,no survey
* iot Her,GOODS: Spitzer IRAC 8.0,1951ApJ___113__100D,no survey
* iot Her,GOODS: Spitzer MIPS 24,1951ApJ___113__100D,no survey
* iot Her,GOODS: Herschel 100,1951ApJ___113__100D,no survey
* iot Her,GOODS: Herschel 160,1951ApJ___113__100D,no survey
* iot Her,GOODS: Herschel 250,1951ApJ___113__100D,no survey
* iot Her,GOODS: Herschel 350,1951ApJ___113__100D,no survey
* iot Her,GOODS: Herschel 500,1951ApJ___113__100D,no survey
* iot Her,CDFS: LESS,1951ApJ___113__100D,no survey
* iot Her,GOODS: VLA North,1951ApJ___113__100D,no survey
