object,survey,pdf,reason
* kap02 Boo,GOODS: Chandra ACIS HB,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Chandra ACIS FB,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Chandra ACIS SB,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLT VIMOS U,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLT VIMOS R,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: HST ACS B,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: HST ACS V,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: HST ACS I,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: HST ACS Z,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF U,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF B,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF V0201,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF V0401,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF R,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF I,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF z,1972AJ_____77___35M,no survey
* kap02 Boo,Hawaii HDF HK,1972AJ_____77___35M,no images
* kap02 Boo,GOODS: HST NICMOS,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLT ISAAC J,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLT ISAAC H,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLT ISAAC Ks,1972AJ_____77___35M,no survey
* kap02 Boo,HUDF: VLT ISAAC Ks,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Spitzer IRAC 3.6,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Spitzer IRAC 4.5,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Spitzer IRAC 5.8,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Spitzer IRAC 8.0,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Spitzer MIPS 24,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Herschel 100,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Herschel 160,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Herschel 250,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Herschel 350,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: Herschel 500,1972AJ_____77___35M,no survey
* kap02 Boo,CDFS: LESS,1972AJ_____77___35M,no survey
* kap02 Boo,GOODS: VLA North,1972AJ_____77___35M,no survey
