object,survey,pdf,reason
*  10 Lac,GOODS: Chandra ACIS HB,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Chandra ACIS FB,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Chandra ACIS SB,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLT VIMOS U,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLT VIMOS R,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: HST ACS B,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: HST ACS V,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: HST ACS I,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: HST ACS Z,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF U,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF B,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF V0201,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF V0401,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF R,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF I,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF z,1950ApJ___111____1K,no survey
*  10 Lac,Hawaii HDF HK,1950ApJ___111____1K,no images
*  10 Lac,GOODS: HST NICMOS,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLT ISAAC J,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLT ISAAC H,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLT ISAAC Ks,1950ApJ___111____1K,no survey
*  10 Lac,HUDF: VLT ISAAC Ks,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Spitzer IRAC 3.6,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Spitzer IRAC 4.5,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Spitzer IRAC 5.8,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Spitzer IRAC 8.0,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Spitzer MIPS 24,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Herschel 100,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Herschel 160,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Herschel 250,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Herschel 350,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: Herschel 500,1950ApJ___111____1K,no survey
*  10 Lac,CDFS: LESS,1950ApJ___111____1K,no survey
*  10 Lac,GOODS: VLA North,1950ApJ___111____1K,no survey
