object,survey,pdf,reason
NGC  5904   931,GOODS: Chandra ACIS HB,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Chandra ACIS FB,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Chandra ACIS SB,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLT VIMOS U,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLT VIMOS R,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: HST ACS B,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: HST ACS V,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: HST ACS I,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: HST ACS Z,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF U,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF B,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF V0201,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF V0401,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF R,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF I,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF z,1962ApJ___135__311A,no survey
NGC  5904   931,Hawaii HDF HK,1962ApJ___135__311A,no images
NGC  5904   931,GOODS: HST NICMOS,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLT ISAAC J,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLT ISAAC H,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLT ISAAC Ks,1962ApJ___135__311A,no survey
NGC  5904   931,HUDF: VLT ISAAC Ks,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Spitzer IRAC 3.6,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Spitzer IRAC 4.5,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Spitzer IRAC 5.8,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Spitzer IRAC 8.0,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Spitzer MIPS 24,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Herschel 100,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Herschel 160,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Herschel 250,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Herschel 350,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: Herschel 500,1962ApJ___135__311A,no survey
NGC  5904   931,CDFS: LESS,1962ApJ___135__311A,no survey
NGC  5904   931,GOODS: VLA North,1962ApJ___135__311A,no survey
