object,survey,pdf,reason
* nu. UMa,GOODS: Chandra ACIS HB,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Chandra ACIS FB,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Chandra ACIS SB,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLT VIMOS U,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLT VIMOS R,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: HST ACS B,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: HST ACS V,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: HST ACS I,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: HST ACS Z,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF U,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF B,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF V0201,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF V0401,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF R,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF I,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF z,1982ApJ___260__655Z,no survey
* nu. UMa,Hawaii HDF HK,1982ApJ___260__655Z,no images
* nu. UMa,GOODS: HST NICMOS,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLT ISAAC J,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLT ISAAC H,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLT ISAAC Ks,1982ApJ___260__655Z,no survey
* nu. UMa,HUDF: VLT ISAAC Ks,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Spitzer IRAC 3.6,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Spitzer IRAC 4.5,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Spitzer IRAC 5.8,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Spitzer IRAC 8.0,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Spitzer MIPS 24,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Herschel 100,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Herschel 160,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Herschel 250,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Herschel 350,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: Herschel 500,1982ApJ___260__655Z,no survey
* nu. UMa,CDFS: LESS,1982ApJ___260__655Z,no survey
* nu. UMa,GOODS: VLA North,1982ApJ___260__655Z,no survey
