object,survey,pdf,reason
HD  76396,GOODS: Chandra ACIS HB,1942ApJ____96__101K,no survey
HD  76396,GOODS: Chandra ACIS FB,1942ApJ____96__101K,no survey
HD  76396,GOODS: Chandra ACIS SB,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLT VIMOS U,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLT VIMOS R,1942ApJ____96__101K,no survey
HD  76396,GOODS: HST ACS B,1942ApJ____96__101K,no survey
HD  76396,GOODS: HST ACS V,1942ApJ____96__101K,no survey
HD  76396,GOODS: HST ACS I,1942ApJ____96__101K,no survey
HD  76396,GOODS: HST ACS Z,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF U,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF B,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF V0201,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF V0401,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF R,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF I,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF z,1942ApJ____96__101K,no survey
HD  76396,Hawaii HDF HK,1942ApJ____96__101K,no survey
HD  76396,GOODS: HST NICMOS,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLT ISAAC J,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLT ISAAC H,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLT ISAAC Ks,1942ApJ____96__101K,no survey
HD  76396,HUDF: VLT ISAAC Ks,1942ApJ____96__101K,no survey
HD  76396,GOODS: Spitzer IRAC 3.6,1942ApJ____96__101K,no survey
HD  76396,GOODS: Spitzer IRAC 4.5,1942ApJ____96__101K,no survey
HD  76396,GOODS: Spitzer IRAC 5.8,1942ApJ____96__101K,no survey
HD  76396,GOODS: Spitzer IRAC 8.0,1942ApJ____96__101K,no survey
HD  76396,GOODS: Spitzer MIPS 24,1942ApJ____96__101K,no survey
HD  76396,GOODS: Herschel 100,1942ApJ____96__101K,no survey
HD  76396,GOODS: Herschel 160,1942ApJ____96__101K,no survey
HD  76396,GOODS: Herschel 250,1942ApJ____96__101K,no survey
HD  76396,GOODS: Herschel 350,1942ApJ____96__101K,no survey
HD  76396,GOODS: Herschel 500,1942ApJ____96__101K,no survey
HD  76396,CDFS: LESS,1942ApJ____96__101K,no survey
HD  76396,GOODS: VLA North,1942ApJ____96__101K,no survey
