object,survey,pdf,reason
HD  54304,GOODS: Chandra ACIS HB,1972AJ_____77__868C,no survey
HD  54304,GOODS: Chandra ACIS FB,1972AJ_____77__868C,no survey
HD  54304,GOODS: Chandra ACIS SB,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLT VIMOS U,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLT VIMOS R,1972AJ_____77__868C,no survey
HD  54304,GOODS: HST ACS B,1972AJ_____77__868C,no survey
HD  54304,GOODS: HST ACS V,1972AJ_____77__868C,no survey
HD  54304,GOODS: HST ACS I,1972AJ_____77__868C,no survey
HD  54304,GOODS: HST ACS Z,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF U,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF B,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF V0201,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF V0401,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF R,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF I,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF z,1972AJ_____77__868C,no survey
HD  54304,Hawaii HDF HK,1972AJ_____77__868C,no images
HD  54304,GOODS: HST NICMOS,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLT ISAAC J,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLT ISAAC H,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLT ISAAC Ks,1972AJ_____77__868C,no survey
HD  54304,HUDF: VLT ISAAC Ks,1972AJ_____77__868C,no survey
HD  54304,GOODS: Spitzer IRAC 3.6,1972AJ_____77__868C,no survey
HD  54304,GOODS: Spitzer IRAC 4.5,1972AJ_____77__868C,no survey
HD  54304,GOODS: Spitzer IRAC 5.8,1972AJ_____77__868C,no survey
HD  54304,GOODS: Spitzer IRAC 8.0,1972AJ_____77__868C,no survey
HD  54304,GOODS: Spitzer MIPS 24,1972AJ_____77__868C,no survey
HD  54304,GOODS: Herschel 100,1972AJ_____77__868C,no survey
HD  54304,GOODS: Herschel 160,1972AJ_____77__868C,no survey
HD  54304,GOODS: Herschel 250,1972AJ_____77__868C,no survey
HD  54304,GOODS: Herschel 350,1972AJ_____77__868C,no survey
HD  54304,GOODS: Herschel 500,1972AJ_____77__868C,no survey
HD  54304,CDFS: LESS,1972AJ_____77__868C,no survey
HD  54304,GOODS: VLA North,1972AJ_____77__868C,no survey
